PostDate,PostID,City,AgeGroup,Gender,Caption,Hashtags,StylePersona,Likes
2025-01-01,5016,Lalitpur,20-24,Male,Summer thrift finds. #minimalist #simplewear,#minimalist #simplewear,Classic Minimalist,28
2025-01-01,5017,Kathmandu,20-24,Male,Layering today: hoodie + jacket. #nepalakpop #kpop,#nepalakpop #kpop,K-Fashion Enthusiast,48
2025-01-01,5018,Pokhara,15-19,Female,Summer thrift finds. #streetstyle #streetwear,#streetstyle #streetwear,American Streetwear,27
2025-01-01,5019,Kathmandu,25-30,Female,Minimal fit for the office. #simplewear #cleanfit,#simplewear #cleanfit,Classic Minimalist,33
2025-01-01,5020,Bharatpur,20-24,Male,Summer thrift finds. #cargo,#cargo,Bohemian/Indie,31
2025-01-01,5021,Bharatpur,31-40,Male,Minimal fit for the office. #hoodie,#hoodie,American Streetwear,24
2025-01-01,5022,Pokhara,25-30,Female,Minimal fit for the office. #cargo,#cargo,Bohemian/Indie,19
2025-01-01,5023,Kathmandu,20-24,Male,Minimal fit for the office. #kfashion #kpop,#kfashion #kpop,K-Fashion Enthusiast,50
2025-01-01,5024,Kathmandu,20-24,Female,Layering today: hoodie + jacket. #nepalakpop #kfashion,#nepalakpop #kfashion,K-Fashion Enthusiast,47
2025-01-01,5025,Kathmandu,20-24,Male,Summer thrift finds. #vintage #handmade,#vintage #handmade,Bohemian/Indie,40
2025-01-01,5026,Kathmandu,15-19,Female,Summer thrift finds. #oversized #nepalstreetstyle,#oversized #nepalstreetstyle,American Streetwear,34
2025-01-01,5027,Lalitpur,20-24,Female,Summer thrift finds. #streetstyle #nepalstreetstyle,#streetstyle #nepalstreetstyle,American Streetwear,28
2025-01-01,5028,Pokhara,20-24,Female,Minimal fit for the office. #vintage #handmade,#vintage #handmade,Bohemian/Indie,24
2025-01-01,5029,Kathmandu,20-24,Female,Minimal fit for the office. #kfashion #nepalakpop,#kfashion #nepalakpop,K-Fashion Enthusiast,40
2025-01-01,5030,Kathmandu,25-30,Female,New drop I found in Kathmandu! #kstyle,#kstyle,K-Fashion Enthusiast,40
2025-01-01,5031,Pokhara,20-24,Female,Street check in Pokhara — #handmade #boho,#handmade #boho,Bohemian/Indie,26
2025-01-01,5032,Kathmandu,15-19,Male,New drop I found in Kathmandu! #indievibes,#indievibes,Bohemian/Indie,50
2025-01-01,5033,Pokhara,20-24,Male,New drop I found in Pokhara! #oversized,#oversized,American Streetwear,27
2025-01-01,5034,Biratnagar,20-24,Female,Street check in Biratnagar — #kstyle #seoulvibes,#kstyle #seoulvibes,K-Fashion Enthusiast,26
2025-01-01,5035,Biratnagar,20-24,Female,Street check in Biratnagar — #indievibes #boho,#indievibes #boho,Bohemian/Indie,29
2025-01-01,5036,Kathmandu,20-24,Female,Layering today: hoodie + jacket. #nepalstreetstyle,#nepalstreetstyle,American Streetwear,32
2025-01-01,5037,Bharatpur,25-30,Male,Layering today: hoodie + jacket. #minimalist,#minimalist,Classic Minimalist,32
2025-01-01,5038,Kathmandu,20-24,Male,Layering today: hoodie + jacket. #indievibes #vintage,#indievibes #vintage,Bohemian/Indie,39
2025-01-01,5039,Biratnagar,15-19,Female,Layering today: hoodie + jacket. #kpop #seoulvibes,#kpop #seoulvibes,K-Fashion Enthusiast,31
2025-01-01,5040,Kathmandu,20-24,Male,Summer thrift finds. #cleanfit,#cleanfit,Classic Minimalist,37
2025-01-01,5041,Kathmandu,15-19,Female,Street check in Kathmandu — #seoulvibes,#seoulvibes,K-Fashion Enthusiast,37
2025-01-01,5042,Lalitpur,15-19,Female,Street check in Lalitpur — #simplewear #cleanfit,#simplewear #cleanfit,Classic Minimalist,21
2025-01-01,5043,Kathmandu,15-19,Female,Summer thrift finds. #kpop,#kpop,K-Fashion Enthusiast,46
2025-01-01,5044,Kathmandu,15-19,Female,New drop I found in Kathmandu! #minimalist,#minimalist,Classic Minimalist,46
2025-01-01,5045,Biratnagar,20-24,Non-binary,New drop I found in Biratnagar! #indievibes,#indievibes,Bohemian/Indie,28
2025-01-01,5046,Biratnagar,25-30,Female,Layering today: hoodie + jacket. #streetwear #nepalstreetstyle,#streetwear #nepalstreetstyle,American Streetwear,30
2025-01-01,5047,Kathmandu,15-19,Female,Minimal fit for the office. #simplewear,#simplewear,Classic Minimalist,45
2025-01-01,5048,Kathmandu,15-19,Male,Minimal fit for the office. #cargo,#cargo,Bohemian/Indie,34
2025-01-01,5049,Pokhara,31-40,Male,Minimal fit for the office. #kpop #kstyle,#kpop #kstyle,K-Fashion Enthusiast,33
2025-01-01,5050,Lalitpur,25-30,Male,Street check in Lalitpur — #kpop,#kpop,K-Fashion Enthusiast,35
2025-01-01,5051,Biratnagar,20-24,Female,Minimal fit for the office. #kstyle #kfashion,#kstyle #kfashion,K-Fashion Enthusiast,32
2025-01-01,5052,Lalitpur,20-24,Female,New drop I found in Lalitpur! #kpop #nepalakpop,#kpop #nepalakpop,K-Fashion Enthusiast,33
2025-01-01,5053,Kathmandu,15-19,Female,New drop I found in Kathmandu! #streetwear #oversized,#streetwear #oversized,American Streetwear,41
2025-01-01,5054,Kathmandu,31-40,Female,Street check in Kathmandu — #cleanfit,#cleanfit,Classic Minimalist,43
2025-01-01,5055,Biratnagar,31-40,Male,Layering today: hoodie + jacket. #kpop,#kpop,K-Fashion Enthusiast,35
2025-01-01,5056,Lalitpur,20-24,Female,New drop I found in Lalitpur! #seoulvibes #kstyle,#seoulvibes #kstyle,K-Fashion Enthusiast,23
2025-01-01,5057,Kathmandu,25-30,Female,New drop I found in Kathmandu! #nepalakpop #kpop,#nepalakpop #kpop,K-Fashion Enthusiast,31
2025-01-01,5058,Lalitpur,25-30,Female,Summer thrift finds. #streetwear #nepalstreetstyle,#streetwear #nepalstreetstyle,American Streetwear,34
2025-01-01,5059,Kathmandu,20-24,Male,Layering today: hoodie + jacket. #capsulewardrobe,#capsulewardrobe,Classic Minimalist,32
2025-01-02,5060,Biratnagar,31-40,Male,Street check in Biratnagar — #nepalstreetstyle,#nepalstreetstyle,American Streetwear,34
2025-01-02,5061,Lalitpur,31-40,Female,Summer thrift finds. #nepalstreetstyle,#nepalstreetstyle,American Streetwear,27
2025-01-02,5062,Kathmandu,25-30,Female,Layering today: hoodie + jacket. #oversized #nepalstreetstyle,#oversized #nepalstreetstyle,American Streetwear,29
2025-01-02,5063,Kathmandu,25-30,Female,New drop I found in Kathmandu! #indievibes #boho,#indievibes #boho,Bohemian/Indie,36
2025-01-02,5064,Bharatpur,15-19,Female,Street check in Bharatpur — #kfashion #nepalakpop,#kfashion #nepalakpop,K-Fashion Enthusiast,43
2025-01-02,5065,Kathmandu,25-30,Male,Layering today: hoodie + jacket. #kpop,#kpop,K-Fashion Enthusiast,43
2025-01-02,5066,Kathmandu,25-30,Male,Summer thrift finds. #minimalist #cleanfit,#minimalist #cleanfit,Classic Minimalist,44
2025-01-02,5067,Kathmandu,15-19,Female,Street check in Kathmandu — #hoodie #streetstyle,#hoodie #streetstyle,American Streetwear,46
2025-01-02,5068,Kathmandu,25-30,Male,New drop I found in Kathmandu! #kpop #seoulvibes,#kpop #seoulvibes,K-Fashion Enthusiast,41
2025-01-02,5069,Kathmandu,31-40,Female,Layering today: hoodie + jacket. #cleanfit #minimalist,#cleanfit #minimalist,Classic Minimalist,30
2025-01-02,5070,Bharatpur,15-19,Male,Summer thrift finds. #minimalist,#minimalist,Classic Minimalist,32
2025-01-02,5071,Kathmandu,20-24,Male,Street check in Kathmandu — #kpop,#kpop,K-Fashion Enthusiast,43
2025-01-02,5072,Kathmandu,15-19,Female,Street check in Kathmandu — #handmade,#handmade,Bohemian/Indie,37
2025-01-02,5073,Biratnagar,20-24,Male,New drop I found in Biratnagar! #simplewear #cleanfit,#simplewear #cleanfit,Classic Minimalist,22
2025-01-02,5074,Bharatpur,20-24,Female,Minimal fit for the office. #oversized #hoodie,#oversized #hoodie,American Streetwear,29
2025-01-02,5075,Lalitpur,20-24,Female,Summer thrift finds. #minimalist,#minimalist,Classic Minimalist,34
2025-01-02,5076,Kathmandu,15-19,Female,Minimal fit for the office. #boho,#boho,Bohemian/Indie,46
2025-01-02,5077,Lalitpur,20-24,Non-binary,Summer thrift finds. #kstyle,#kstyle,K-Fashion Enthusiast,37
2025-01-02,5078,Kathmandu,15-19,Female,Street check in Kathmandu — #cleanfit,#cleanfit,Classic Minimalist,39
2025-01-02,5079,Kathmandu,25-30,Female,New drop I found in Kathmandu! #nepalstreetstyle,#nepalstreetstyle,American Streetwear,44
2025-01-02,5080,Biratnagar,25-30,Female,Layering today: hoodie + jacket. #vintage,#vintage,Bohemian/Indie,32
2025-01-02,5081,Kathmandu,20-24,Female,Summer thrift finds. #kpop #seoulvibes,#kpop #seoulvibes,K-Fashion Enthusiast,35
2025-01-02,5082,Biratnagar,20-24,Female,New drop I found in Biratnagar! #streetstyle,#streetstyle,American Streetwear,32
2025-01-02,5083,Biratnagar,15-19,Female,Summer thrift finds. #kpop #nepalakpop,#kpop #nepalakpop,K-Fashion Enthusiast,39
2025-01-02,5084,Kathmandu,20-24,Male,Summer thrift finds. #minimalist #cleanfit,#minimalist #cleanfit,Classic Minimalist,35
2025-01-02,5085,Kathmandu,20-24,Male,Layering today: hoodie + jacket. #nepalstreetstyle,#nepalstreetstyle,American Streetwear,29
2025-01-02,5086,Kathmandu,25-30,Male,Street check in Kathmandu — #oversized,#oversized,American Streetwear,35
2025-01-02,5087,Biratnagar,20-24,Female,Summer thrift finds. #nepalstreetstyle #hoodie,#nepalstreetstyle #hoodie,American Streetwear,23
2025-01-02,5088,Pokhara,20-24,Female,Layering today: hoodie + jacket. #capsulewardrobe,#capsulewardrobe,Classic Minimalist,22
2025-01-02,5089,Lalitpur,20-24,Male,New drop I found in Lalitpur! #kpop,#kpop,K-Fashion Enthusiast,25
2025-01-02,5090,Kathmandu,20-24,Male,Layering today: hoodie + jacket. #oversized,#oversized,American Streetwear,33
2025-01-02,5091,Bharatpur,20-24,Female,New drop I found in Bharatpur! #hoodie,#hoodie,American Streetwear,31
2025-01-02,5092,Kathmandu,20-24,Male,New drop I found in Kathmandu! #handmade,#handmade,Bohemian/Indie,42
2025-01-02,5093,Kathmandu,25-30,Male,Street check in Kathmandu — #oversized #streetwear,#oversized #streetwear,American Streetwear,42
2025-01-02,5094,Kathmandu,20-24,Female,Layering today: hoodie + jacket. #vintage,#vintage,Bohemian/Indie,38
2025-01-02,5095,Lalitpur,15-19,Male,New drop I found in Lalitpur! #hoodie,#hoodie,American Streetwear,22
2025-01-02,5096,Pokhara,20-24,Female,Street check in Pokhara — #nepalstreetstyle,#nepalstreetstyle,American Streetwear,34
2025-01-02,5097,Kathmandu,20-24,Female,New drop I found in Kathmandu! #streetstyle #oversized,#streetstyle #oversized,American Streetwear,45
2025-01-02,5098,Pokhara,15-19,Male,Street check in Pokhara — #streetwear,#streetwear,American Streetwear,32
2025-01-02,5099,Bharatpur,20-24,Male,Street check in Bharatpur — #indievibes,#indievibes,Bohemian/Indie,27
2025-01-02,5100,Kathmandu,25-30,Non-binary,Minimal fit for the office. #nepalakpop #kpop,#nepalakpop #kpop,K-Fashion Enthusiast,41
2025-01-02,5101,Kathmandu,20-24,Female,New drop I found in Kathmandu! #hoodie #streetstyle,#hoodie #streetstyle,American Streetwear,37
2025-01-02,5102,Kathmandu,31-40,Female,Summer thrift finds. #kpop,#kpop,K-Fashion Enthusiast,37
2025-01-02,5103,Kathmandu,20-24,Female,Layering today: hoodie + jacket. #seoulvibes #nepalakpop,#seoulvibes #nepalakpop,K-Fashion Enthusiast,50
2025-01-02,5104,Pokhara,20-24,Male,Street check in Pokhara — #streetstyle,#streetstyle,American Streetwear,33
2025-01-02,5105,Lalitpur,25-30,Male,New drop I found in Lalitpur! #kfashion,#kfashion,K-Fashion Enthusiast,25
2025-01-02,5106,Kathmandu,15-19,Male,Minimal fit for the office. #nepalakpop #seoulvibes,#nepalakpop #seoulvibes,K-Fashion Enthusiast,33
2025-01-02,5107,Kathmandu,15-19,Female,Minimal fit for the office. #simplewear #capsulewardrobe,#simplewear #capsulewardrobe,Classic Minimalist,32
2025-01-02,5108,Biratnagar,20-24,Female,Minimal fit for the office. #cleanfit,#cleanfit,Classic Minimalist,29
2025-01-02,5109,Kathmandu,20-24,Male,Layering today: hoodie + jacket. #nepalakpop #kfashion,#nepalakpop #kfashion,K-Fashion Enthusiast,28
2025-01-02,5110,Lalitpur,15-19,Female,Layering today: hoodie + jacket. #vintage,#vintage,Bohemian/Indie,24
2025-01-02,5111,Bharatpur,25-30,Male,Layering today: hoodie + jacket. #nepalstreetstyle,#nepalstreetstyle,American Streetwear,30
2025-01-02,5112,Lalitpur,31-40,Female,New drop I found in Lalitpur! #oversized #nepalstreetstyle,#oversized #nepalstreetstyle,American Streetwear,23
2025-01-02,5113,Pokhara,20-24,Female,New drop I found in Pokhara! #simplewear,#simplewear,Classic Minimalist,37
2025-01-02,5114,Bharatpur,20-24,Male,Minimal fit for the office. #boho #vintage,#boho #vintage,Bohemian/Indie,27
2025-01-02,5115,Kathmandu,20-24,Female,Minimal fit for the office. #cleanfit #capsulewardrobe,#cleanfit #capsulewardrobe,Classic Minimalist,42
2025-01-02,5116,Kathmandu,25-30,Male,Minimal fit for the office. #vintage #boho,#vintage #boho,Bohemian/Indie,40
2025-01-02,5117,Kathmandu,25-30,Male,Street check in Kathmandu — #kpop,#kpop,K-Fashion Enthusiast,39
2025-01-02,5118,Kathmandu,15-19,Male,Layering today: hoodie + jacket. #simplewear #capsulewardrobe,#simplewear #capsulewardrobe,Classic Minimalist,29
2025-01-02,5119,Pokhara,15-19,Male,Street check in Pokhara — #cargo,#cargo,Bohemian/Indie,29
2025-01-02,5120,Kathmandu,31-40,Male,Street check in Kathmandu — #streetstyle #oversized,#streetstyle #oversized,American Streetwear,28
2025-01-02,5121,Kathmandu,15-19,Male,Summer thrift finds. #capsulewardrobe,#capsulewardrobe,Classic Minimalist,31
2025-01-02,5122,Pokhara,20-24,Male,Minimal fit for the office. #cleanfit,#cleanfit,Classic Minimalist,31
2025-01-02,5123,Kathmandu,15-19,Female,Layering today: hoodie + jacket. #kpop,#kpop,K-Fashion Enthusiast,40
2025-01-02,5124,Lalitpur,15-19,Female,New drop I found in Lalitpur! #handmade #vintage,#handmade #vintage,Bohemian/Indie,23
2025-01-02,5125,Kathmandu,15-19,Male,Street check in Kathmandu — #oversized #nepalstreetstyle,#oversized #nepalstreetstyle,American Streetwear,49
2025-01-02,5126,Biratnagar,20-24,Female,Street check in Biratnagar — #streetwear,#streetwear,American Streetwear,29
2025-01-03,5127,Bharatpur,20-24,Male,New drop I found in Bharatpur! #minimalist #cleanfit,#minimalist #cleanfit,Classic Minimalist,35
2025-01-03,5128,Pokhara,25-30,Male,Minimal fit for the office. #kstyle,#kstyle,K-Fashion Enthusiast,29
2025-01-03,5129,Kathmandu,25-30,Male,Summer thrift finds. #vintage,#vintage,Bohemian/Indie,38
2025-01-03,5130,Pokhara,20-24,Male,Minimal fit for the office. #oversized,#oversized,American Streetwear,28
2025-01-03,5131,Kathmandu,15-19,Male,New drop I found in Kathmandu! #minimalist #simplewear,#minimalist #simplewear,Classic Minimalist,52
2025-01-03,5132,Kathmandu,20-24,Male,Street check in Kathmandu — #capsulewardrobe #minimalist,#capsulewardrobe #minimalist,Classic Minimalist,43
2025-01-03,5133,Bharatpur,25-30,Male,Minimal fit for the office. #streetstyle,#streetstyle,American Streetwear,31
2025-01-03,5134,Kathmandu,15-19,Male,Minimal fit for the office. #indievibes #boho,#indievibes #boho,Bohemian/Indie,40
2025-01-03,5135,Kathmandu,15-19,Female,Street check in Kathmandu — #minimalist #cleanfit,#minimalist #cleanfit,Classic Minimalist,38
2025-01-03,5136,Bharatpur,25-30,Female,Layering today: hoodie + jacket. #indievibes #cargo,#indievibes #cargo,Bohemian/Indie,37
2025-01-03,5137,Bharatpur,15-19,Female,New drop I found in Bharatpur! #seoulvibes #nepalakpop,#seoulvibes #nepalakpop,K-Fashion Enthusiast,34
2025-01-03,5138,Biratnagar,20-24,Male,Street check in Biratnagar — #nepalstreetstyle,#nepalstreetstyle,American Streetwear,22
2025-01-03,5139,Kathmandu,25-30,Female,Street check in Kathmandu — #minimalist,#minimalist,Classic Minimalist,23
2025-01-03,5140,Kathmandu,20-24,Female,Summer thrift finds. #handmade,#handmade,Bohemian/Indie,40
2025-01-03,5141,Kathmandu,20-24,Male,Summer thrift finds. #nepalakpop,#nepalakpop,K-Fashion Enthusiast,39
2025-01-03,5142,Kathmandu,25-30,Female,Layering today: hoodie + jacket. #boho,#boho,Bohemian/Indie,53
2025-01-03,5143,Kathmandu,15-19,Female,Street check in Kathmandu — #kfashion,#kfashion,K-Fashion Enthusiast,35
2025-01-03,5144,Biratnagar,25-30,Male,Street check in Biratnagar — #nepalstreetstyle #streetstyle,#nepalstreetstyle #streetstyle,American Streetwear,29
2025-01-03,5145,Kathmandu,25-30,Female,New drop I found in Kathmandu! #cleanfit #minimalist,#cleanfit #minimalist,Classic Minimalist,49
2025-01-03,5146,Pokhara,20-24,Male,Street check in Pokhara — #nepalstreetstyle #hoodie,#nepalstreetstyle #hoodie,American Streetwear,33
2025-01-03,5147,Kathmandu,31-40,Male,Summer thrift finds. #oversized #hoodie,#oversized #hoodie,American Streetwear,37
2025-01-03,5148,Bharatpur,15-19,Male,Summer thrift finds. #kstyle,#kstyle,K-Fashion Enthusiast,29
2025-01-03,5149,Bharatpur,15-19,Male,Summer thrift finds. #kpop,#kpop,K-Fashion Enthusiast,29
2025-01-03,5150,Pokhara,15-19,Female,Summer thrift finds. #kpop #kfashion,#kpop #kfashion,K-Fashion Enthusiast,31
2025-01-03,5151,Kathmandu,15-19,Male,Summer thrift finds. #cleanfit,#cleanfit,Classic Minimalist,47
2025-01-03,5152,Lalitpur,31-40,Female,New drop I found in Lalitpur! #oversized #streetstyle,#oversized #streetstyle,American Streetwear,32
2025-01-03,5153,Kathmandu,20-24,Female,New drop I found in Kathmandu! #oversized,#oversized,American Streetwear,34
2025-01-03,5154,Biratnagar,31-40,Female,Layering today: hoodie + jacket. #seoulvibes,#seoulvibes,K-Fashion Enthusiast,19
2025-01-03,5155,Kathmandu,31-40,Female,Minimal fit for the office. #seoulvibes,#seoulvibes,K-Fashion Enthusiast,25
2025-01-03,5156,Pokhara,25-30,Male,Minimal fit for the office. #minimalist #cleanfit,#minimalist #cleanfit,Classic Minimalist,22
2025-01-03,5157,Kathmandu,15-19,Male,Street check in Kathmandu — #oversized,#oversized,American Streetwear,41
2025-01-03,5158,Kathmandu,31-40,Female,Street check in Kathmandu — #simplewear,#simplewear,Classic Minimalist,51
2025-01-03,5159,Lalitpur,20-24,Male,Minimal fit for the office. #hoodie,#hoodie,American Streetwear,28
2025-01-03,5160,Lalitpur,25-30,Female,Minimal fit for the office. #indievibes #boho,#indievibes #boho,Bohemian/Indie,38
2025-01-03,5161,Biratnagar,20-24,Female,Minimal fit for the office. #nepalstreetstyle #oversized,#nepalstreetstyle #oversized,American Streetwear,33
2025-01-03,5162,Lalitpur,15-19,Male,Minimal fit for the office. #nepalakpop,#nepalakpop,K-Fashion Enthusiast,26
2025-01-03,5163,Biratnagar,20-24,Female,Minimal fit for the office. #nepalstreetstyle,#nepalstreetstyle,American Streetwear,33
2025-01-03,5164,Kathmandu,20-24,Female,Summer thrift finds. #hoodie,#hoodie,American Streetwear,38
2025-01-03,5165,Kathmandu,20-24,Female,Summer thrift finds. #vintage,#vintage,Bohemian/Indie,45
2025-01-03,5166,Pokhara,20-24,Female,New drop I found in Pokhara! #hoodie #oversized,#hoodie #oversized,American Streetwear,26
2025-01-03,5167,Kathmandu,20-24,Female,Street check in Kathmandu — #handmade,#handmade,Bohemian/Indie,35
2025-01-03,5168,Bharatpur,20-24,Female,New drop I found in Bharatpur! #seoulvibes,#seoulvibes,K-Fashion Enthusiast,21
2025-01-03,5169,Biratnagar,25-30,Male,Layering today: hoodie + jacket. #kpop #nepalakpop,#kpop #nepalakpop,K-Fashion Enthusiast,28
2025-01-03,5170,Kathmandu,25-30,Female,Street check in Kathmandu — #handmade #boho,#handmade #boho,Bohemian/Indie,38
2025-01-03,5171,Pokhara,20-24,Male,Layering today: hoodie + jacket. #cargo #handmade,#cargo #handmade,Bohemian/Indie,34
2025-01-03,5172,Kathmandu,20-24,Male,New drop I found in Kathmandu! #kfashion #seoulvibes,#kfashion #seoulvibes,K-Fashion Enthusiast,42
2025-01-03,5173,Bharatpur,20-24,Female,Layering today: hoodie + jacket. #nepalstreetstyle #hoodie,#nepalstreetstyle #hoodie,American Streetwear,27
2025-01-03,5174,Kathmandu,20-24,Female,Summer thrift finds. #streetstyle #nepalstreetstyle,#streetstyle #nepalstreetstyle,American Streetwear,31
2025-01-03,5175,Kathmandu,20-24,Male,Minimal fit for the office. #kstyle,#kstyle,K-Fashion Enthusiast,39
2025-01-03,5176,Lalitpur,20-24,Male,New drop I found in Lalitpur! #handmade,#handmade,Bohemian/Indie,29
2025-01-03,5177,Lalitpur,25-30,Male,Layering today: hoodie + jacket. #boho,#boho,Bohemian/Indie,30
2025-01-03,5178,Lalitpur,15-19,Male,Street check in Lalitpur — #oversized,#oversized,American Streetwear,24
2025-01-03,5179,Kathmandu,20-24,Male,Summer thrift finds. #cleanfit,#cleanfit,Classic Minimalist,37
2025-01-03,5180,Kathmandu,20-24,Male,Summer thrift finds. #streetwear,#streetwear,American Streetwear,41
2025-01-03,5181,Kathmandu,25-30,Female,New drop I found in Kathmandu! #nepalakpop #kpop,#nepalakpop #kpop,K-Fashion Enthusiast,45
2025-01-03,5182,Lalitpur,25-30,Female,Minimal fit for the office. #simplewear #capsulewardrobe,#simplewear #capsulewardrobe,Classic Minimalist,25
2025-01-03,5183,Lalitpur,15-19,Female,Minimal fit for the office. #indievibes,#indievibes,Bohemian/Indie,31
2025-01-03,5184,Kathmandu,15-19,Female,Summer thrift finds. #streetwear,#streetwear,American Streetwear,44
2025-01-03,5185,Kathmandu,15-19,Female,Summer thrift finds. #oversized,#oversized,American Streetwear,46
2025-01-03,5186,Kathmandu,25-30,Female,Street check in Kathmandu — #kfashion #seoulvibes,#kfashion #seoulvibes,K-Fashion Enthusiast,40
2025-01-03,5187,Kathmandu,15-19,Male,Layering today: hoodie + jacket. #handmade #boho,#handmade #boho,Bohemian/Indie,45
2025-01-03,5188,Biratnagar,15-19,Female,Layering today: hoodie + jacket. #streetwear #streetstyle,#streetwear #streetstyle,American Streetwear,33
2025-01-03,5189,Lalitpur,20-24,Male,Layering today: hoodie + jacket. #cleanfit #capsulewardrobe,#cleanfit #capsulewardrobe,Classic Minimalist,36
2025-01-03,5190,Biratnagar,20-24,Male,Street check in Biratnagar — #streetwear #oversized,#streetwear #oversized,American Streetwear,31
2025-01-03,5191,Lalitpur,20-24,Female,Minimal fit for the office. #hoodie,#hoodie,American Streetwear,35
2025-01-03,5192,Kathmandu,20-24,Female,Summer thrift finds. #nepalakpop,#nepalakpop,K-Fashion Enthusiast,38
2025-01-03,5193,Kathmandu,15-19,Male,Layering today: hoodie + jacket. #simplewear #cleanfit,#simplewear #cleanfit,Classic Minimalist,51
2025-01-04,5194,Kathmandu,15-19,Female,Minimal fit for the office. #cleanfit,#cleanfit,Classic Minimalist,37
2025-01-04,5195,Lalitpur,20-24,Female,New drop I found in Lalitpur! #kpop,#kpop,K-Fashion Enthusiast,24
2025-01-04,5196,Biratnagar,20-24,Female,Street check in Biratnagar — #indievibes #handmade,#indievibes #handmade,Bohemian/Indie,30
2025-01-04,5197,Lalitpur,25-30,Female,Minimal fit for the office. #seoulvibes #kpop,#seoulvibes #kpop,K-Fashion Enthusiast,31
2025-01-04,5198,Kathmandu,20-24,Female,New drop I found in Kathmandu! #streetwear #streetstyle,#streetwear #streetstyle,American Streetwear,38
2025-01-04,5199,Kathmandu,15-19,Female,Minimal fit for the office. #indievibes #cargo,#indievibes #cargo,Bohemian/Indie,46
2025-01-04,5200,Pokhara,20-24,Male,Street check in Pokhara — #kstyle,#kstyle,K-Fashion Enthusiast,14
2025-01-04,5201,Pokhara,20-24,Female,Minimal fit for the office. #seoulvibes #kstyle,#seoulvibes #kstyle,K-Fashion Enthusiast,32
2025-01-04,5202,Lalitpur,31-40,Female,Street check in Lalitpur — #kpop #kstyle,#kpop #kstyle,K-Fashion Enthusiast,33
2025-01-04,5203,Pokhara,20-24,Male,Summer thrift finds. #kpop #seoulvibes,#kpop #seoulvibes,K-Fashion Enthusiast,24
2025-01-04,5204,Biratnagar,25-30,Female,Layering today: hoodie + jacket. #kstyle #kpop,#kstyle #kpop,K-Fashion Enthusiast,31
2025-01-04,5205,Kathmandu,20-24,Female,Street check in Kathmandu — #streetwear,#streetwear,American Streetwear,34
2025-01-04,5206,Kathmandu,20-24,Female,Summer thrift finds. #nepalstreetstyle,#nepalstreetstyle,American Streetwear,31
2025-01-04,5207,Lalitpur,25-30,Male,Street check in Lalitpur — #handmade,#handmade,Bohemian/Indie,43
2025-01-04,5208,Kathmandu,25-30,Non-binary,Layering today: hoodie + jacket. #boho,#boho,Bohemian/Indie,42
2025-01-04,5209,Kathmandu,25-30,Female,Minimal fit for the office. #handmade #vintage,#handmade #vintage,Bohemian/Indie,37
2025-01-04,5210,Kathmandu,15-19,Female,Layering today: hoodie + jacket. #hoodie,#hoodie,American Streetwear,37
2025-01-04,5211,Lalitpur,20-24,Female,Street check in Lalitpur — #boho #handmade,#boho #handmade,Bohemian/Indie,29
