Date,ItemID,City,AgeGroup,Gender,Category,StylePersona,PriceTier,UnitsSold
2024-11-01,10068,Bharatpur,20-24,Female,Hoodies,K-Fashion Enthusiast,Low,0
2024-11-01,10069,Bharatpur,15-19,Female,Crop Tops,Classic Minimalist,Premium,0
2024-11-02,10070,Kathmandu,20-24,Male,Hoodies,K-Fashion Enthusiast,Low,2
2024-11-02,10071,Kathmandu,15-19,Female,Cargo Pants,Classic Minimalist,Mid,1
2024-11-02,10072,Kathmandu,15-19,Female,Jackets,American Streetwear,Mid,1
2024-11-02,10073,Kathmandu,20-24,Female,Crop Tops,Bohemian/Indie,Low,3
2024-11-02,10074,Kathmandu,25-30,Female,Cargo Pants,American Streetwear,Premium,3
2024-11-02,10075,Kathmandu,20-24,Male,T-Shirts,American Streetwear,Low,1
2024-11-02,10076,Kathmandu,20-24,Male,Pants,American Streetwear,Mid,2
2024-11-02,10077,Kathmandu,15-19,Female,Cargo Pants,American Streetwear,Low,1
2024-11-02,10078,Kathmandu,15-19,Male,Hoodies,American Streetwear,Low,3
2024-11-02,10079,Kathmandu,15-19,Male,T-Shirts,K-Fashion Enthusiast,Mid,0
2024-11-02,10080,Kathmandu,20-24,Male,T-Shirts,Classic Minimalist,Low,1
2024-11-02,10081,Kathmandu,20-24,Male,Hoodies,American Streetwear,Mid,3
2024-11-02,10082,Kathmandu,15-19,Male,Pants,Bohemian/Indie,Mid,1
2024-11-02,10083,Kathmandu,20-24,Male,Hoodies,American Streetwear,Mid,2
2024-11-02,10084,Kathmandu,20-24,Male,T-Shirts,Bohemian/Indie,Low,3
2024-11-02,10085,Kathmandu,20-24,Female,Pants,American Streetwear,Low,2
2024-11-02,10086,Kathmandu,20-24,Male,T-Shirts,K-Fashion Enthusiast,Low,1
2024-11-02,10087,Kathmandu,15-19,Male,T-Shirts,Bohemian/Indie,Mid,1
2024-11-02,10088,Kathmandu,31-40,Female,Crop Tops,Classic Minimalist,Mid,1
2024-11-02,10089,Kathmandu,31-40,Female,Cargo Pants,Classic Minimalist,Mid,2
2024-11-02,10090,Kathmandu,15-19,Male,T-Shirts,Bohemian/Indie,Low,3
2024-11-02,10091,Kathmandu,31-40,Male,T-Shirts,Bohemian/Indie,Premium,0
2024-11-02,10092,Kathmandu,20-24,Female,T-Shirts,K-Fashion Enthusiast,Mid,0
2024-11-02,10093,Kathmandu,25-30,Male,Cargo Pants,Classic Minimalist,Premium,0
2024-11-02,10094,Kathmandu,15-19,Male,Pants,Bohemian/Indie,Low,4
2024-11-02,10095,Kathmandu,15-19,Male,T-Shirts,Bohemian/Indie,Mid,2
2024-11-02,10096,Kathmandu,20-24,Female,Jackets,Bohemian/Indie,Mid,1
2024-11-02,10097,Kathmandu,20-24,Female,Hoodies,American Streetwear,Premium,3
2024-11-02,10098,Kathmandu,20-24,Male,T-Shirts,American Streetwear,Low,6
2024-11-02,10099,Kathmandu,20-24,Male,Cargo Pants,Bohemian/Indie,Low,2
2024-11-02,10100,Kathmandu,20-24,Male,Hoodies,K-Fashion Enthusiast,Low,4
2024-11-02,10101,Kathmandu,20-24,Male,Cargo Pants,K-Fashion Enthusiast,Premium,1
2024-11-02,10102,Kathmandu,20-24,Male,Hoodies,Bohemian/Indie,Low,2
2024-11-02,10103,Lalitpur,15-19,Female,Crop Tops,Bohemian/Indie,Mid,0
2024-11-02,10104,Lalitpur,20-24,Female,Cargo Pants,K-Fashion Enthusiast,Low,0
2024-11-02,10105,Lalitpur,20-24,Female,Crop Tops,Classic Minimalist,Low,0
2024-11-02,10106,Lalitpur,20-24,Male,Hoodies,Classic Minimalist,Low,0
2024-11-02,10107,Lalitpur,20-24,Female,Jackets,Bohemian/Indie,Low,0
2024-11-02,10108,Lalitpur,20-24,Female,Crop Tops,Bohemian/Indie,Low,1
2024-11-02,10109,Lalitpur,25-30,Male,T-Shirts,K-Fashion Enthusiast,Low,1
2024-11-02,10110,Lalitpur,25-30,Male,Pants,K-Fashion Enthusiast,Mid,1
2024-11-02,10111,Lalitpur,15-19,Female,Cargo Pants,K-Fashion Enthusiast,Mid,2
2024-11-02,10112,Lalitpur,20-24,Male,Jackets,American Streetwear,Mid,0
2024-11-02,10113,Lalitpur,15-19,Male,T-Shirts,Bohemian/Indie,Low,0
2024-11-02,10114,Lalitpur,25-30,Female,Pants,American Streetwear,Low,0
2024-11-02,10115,Lalitpur,25-30,Female,T-Shirts,K-Fashion Enthusiast,Mid,1
2024-11-02,10116,Lalitpur,15-19,Male,Crop Tops,Bohemian/Indie,Low,2
2024-11-02,10117,Lalitpur,15-19,Male,Pants,K-Fashion Enthusiast,Mid,0
2024-11-02,10118,Lalitpur,25-30,Male,Pants,American Streetwear,Low,2
2024-11-02,10119,Lalitpur,20-24,Female,Cargo Pants,Bohemian/Indie,Low,0
2024-11-02,10120,Lalitpur,20-24,Female,Hoodies,Classic Minimalist,Mid,1
2024-11-02,10121,Lalitpur,31-40,Male,Hoodies,American Streetwear,Low,1
2024-11-02,10122,Lalitpur,31-40,Male,T-Shirts,K-Fashion Enthusiast,Low,2
2024-11-02,10123,Pokhara,20-24,Female,T-Shirts,K-Fashion Enthusiast,Mid,0
2024-11-02,10124,Pokhara,20-24,Female,T-Shirts,Classic Minimalist,Low,0
2024-11-02,10125,Pokhara,15-19,Male,T-Shirts,K-Fashion Enthusiast,Mid,1
2024-11-02,10126,Pokhara,20-24,Female,Hoodies,American Streetwear,Low,4
2024-11-02,10127,Pokhara,20-24,Female,Cargo Pants,Classic Minimalist,Low,0
2024-11-02,10128,Pokhara,20-24,Male,Jackets,Bohemian/Indie,Mid,0
2024-11-02,10129,Biratnagar,31-40,Male,T-Shirts,Classic Minimalist,Mid,2
2024-11-02,10130,Biratnagar,20-24,Non-binary,Jackets,Classic Minimalist,Mid,1
2024-11-02,10131,Biratnagar,20-24,Non-binary,T-Shirts,Classic Minimalist,Premium,0
2024-11-02,10132,Biratnagar,15-19,Female,T-Shirts,K-Fashion Enthusiast,Mid,1
2024-11-02,10133,Biratnagar,15-19,Male,Cargo Pants,K-Fashion Enthusiast,Low,1
2024-11-02,10134,Biratnagar,15-19,Female,Jackets,American Streetwear,Mid,1
2024-11-02,10135,Biratnagar,15-19,Female,Hoodies,Bohemian/Indie,Mid,1
2024-11-02,10136,Biratnagar,20-24,Male,T-Shirts,American Streetwear,Mid,3
2024-11-02,10137,Biratnagar,20-24,Male,Cargo Pants,American Streetwear,Mid,1
2024-11-02,10138,Biratnagar,31-40,Female,Hoodies,Bohemian/Indie,Low,1
2024-11-02,10139,Bharatpur,15-19,Male,T-Shirts,Bohemian/Indie,Mid,0
2024-11-02,10140,Bharatpur,15-19,Male,Crop Tops,Classic Minimalist,Low,0
2024-11-02,10141,Bharatpur,31-40,Male,Cargo Pants,Classic Minimalist,Low,1
2024-11-02,10142,Bharatpur,31-40,Male,T-Shirts,K-Fashion Enthusiast,Mid,2
2024-11-02,10143,Bharatpur,15-19,Female,Crop Tops,American Streetwear,Low,1
2024-11-02,10144,Bharatpur,15-19,Female,T-Shirts,Bohemian/Indie,Low,0
2024-11-02,10145,Bharatpur,20-24,Female,Jackets,American Streetwear,Mid,1
2024-11-02,10146,Bharatpur,20-24,Female,Hoodies,K-Fashion Enthusiast,Mid,0
2024-11-02,10147,Bharatpur,20-24,Male,Hoodies,American Streetwear,Mid,0
2024-11-02,10148,Bharatpur,20-24,Male,Pants,K-Fashion Enthusiast,Low,1
2024-11-02,10149,Bharatpur,20-24,Female,Pants,Classic Minimalist,Mid,0
2024-11-02,10150,Bharatpur,20-24,Female,Jackets,K-Fashion Enthusiast,Low,0
2024-11-03,10151,Kathmandu,15-19,Female,Cargo Pants,K-Fashion Enthusiast,Low,1
2024-11-03,10152,Kathmandu,25-30,Male,Pants,American Streetwear,Low,0
2024-11-03,10153,Kathmandu,25-30,Male,Cargo Pants,Bohemian/Indie,Low,0
2024-11-03,10154,Kathmandu,25-30,Male,Cargo Pants,Bohemian/Indie,Premium,4
2024-11-03,10155,Kathmandu,20-24,Male,T-Shirts,Bohemian/Indie,Low,2
2024-11-03,10156,Kathmandu,25-30,Non-binary,Crop Tops,Classic Minimalist,Low,0
2024-11-03,10157,Kathmandu,15-19,Male,Cargo Pants,K-Fashion Enthusiast,Low,0
2024-11-03,10158,Kathmandu,31-40,Male,T-Shirts,Classic Minimalist,Mid,2
2024-11-03,10159,Kathmandu,20-24,Male,Crop Tops,K-Fashion Enthusiast,Low,5
2024-11-03,10160,Kathmandu,20-24,Female,T-Shirts,American Streetwear,Mid,3
2024-11-03,10161,Kathmandu,20-24,Female,Pants,Bohemian/Indie,Low,3
2024-11-03,10162,Kathmandu,15-19,Female,T-Shirts,American Streetwear,Mid,0
2024-11-03,10163,Kathmandu,15-19,Female,Jackets,American Streetwear,Low,0
2024-11-03,10164,Kathmandu,15-19,Female,T-Shirts,American Streetwear,Low,0
2024-11-03,10165,Kathmandu,20-24,Female,Pants,Classic Minimalist,Low,3
2024-11-03,10166,Kathmandu,20-24,Female,Cargo Pants,Bohemian/Indie,Low,0
2024-11-03,10167,Lalitpur,31-40,Male,T-Shirts,Bohemian/Indie,Low,0
2024-11-03,10168,Lalitpur,15-19,Female,Pants,K-Fashion Enthusiast,Mid,2
2024-11-03,10169,Lalitpur,15-19,Female,Cargo Pants,American Streetwear,Premium,2
2024-11-03,10170,Lalitpur,31-40,Female,Hoodies,K-Fashion Enthusiast,Mid,1
2024-11-03,10171,Lalitpur,31-40,Female,Cargo Pants,Bohemian/Indie,Mid,1
2024-11-03,10172,Lalitpur,15-19,Male,Pants,American Streetwear,Low,1
2024-11-03,10173,Lalitpur,25-30,Female,Pants,Bohemian/Indie,Low,1
2024-11-03,10174,Lalitpur,31-40,Female,T-Shirts,Bohemian/Indie,Low,0
2024-11-03,10175,Lalitpur,25-30,Male,Pants,Classic Minimalist,Low,0
2024-11-03,10176,Lalitpur,31-40,Male,Jackets,Bohemian/Indie,Mid,0
2024-11-03,10177,Lalitpur,20-24,Female,Hoodies,Bohemian/Indie,Mid,1
2024-11-03,10178,Pokhara,25-30,Male,Pants,Bohemian/Indie,Mid,0
2024-11-03,10179,Pokhara,25-30,Male,T-Shirts,K-Fashion Enthusiast,Low,1
2024-11-03,10180,Pokhara,15-19,Male,T-Shirts,K-Fashion Enthusiast,Mid,2
2024-11-03,10181,Pokhara,15-19,Male,Pants,Bohemian/Indie,Low,0
2024-11-03,10182,Pokhara,25-30,Female,Cargo Pants,Bohemian/Indie,Mid,1
2024-11-03,10183,Pokhara,20-24,Male,T-Shirts,Classic Minimalist,Low,0
2024-11-03,10184,Pokhara,20-24,Male,Jackets,Classic Minimalist,Low,0
2024-11-03,10185,Pokhara,15-19,Non-binary,Pants,K-Fashion Enthusiast,Low,2
2024-11-03,10186,Pokhara,15-19,Non-binary,T-Shirts,K-Fashion Enthusiast,Low,1
2024-11-03,10187,Pokhara,15-19,Female,Pants,K-Fashion Enthusiast,Mid,1
2024-11-03,10188,Pokhara,15-19,Female,Crop Tops,K-Fashion Enthusiast,Low,3
2024-11-03,10189,Pokhara,20-24,Female,Cargo Pants,Classic Minimalist,Mid,3
2024-11-03,10190,Pokhara,20-24,Female,T-Shirts,Bohemian/Indie,Mid,0
2024-11-03,10191,Pokhara,20-24,Female,Cargo Pants,Bohemian/Indie,Mid,1
2024-11-03,10192,Pokhara,20-24,Male,Jackets,Classic Minimalist,Low,0
2024-11-03,10193,Pokhara,20-24,Male,Crop Tops,American Streetwear,Mid,1
2024-11-03,10194,Pokhara,20-24,Female,Hoodies,American Streetwear,Low,1
2024-11-03,10195,Pokhara,15-19,Female,Pants,American Streetwear,Mid,0
2024-11-03,10196,Pokhara,15-19,Female,Cargo Pants,Classic Minimalist,Low,1
2024-11-03,10197,Biratnagar,31-40,Female,T-Shirts,Classic Minimalist,Low,0
2024-11-03,10198,Biratnagar,20-24,Male,Crop Tops,American Streetwear,Mid,1
2024-11-03,10199,Biratnagar,20-24,Female,T-Shirts,K-Fashion Enthusiast,Low,1
2024-11-03,10200,Biratnagar,20-24,Female,Cargo Pants,American Streetwear,Low,0
2024-11-03,10201,Biratnagar,25-30,Female,Jackets,K-Fashion Enthusiast,Mid,0
2024-11-03,10202,Biratnagar,25-30,Female,T-Shirts,Classic Minimalist,Low,1
2024-11-03,10203,Biratnagar,31-40,Female,T-Shirts,Classic Minimalist,Low,0
2024-11-03,10204,Biratnagar,20-24,Male,T-Shirts,K-Fashion Enthusiast,Low,0
2024-11-03,10205,Biratnagar,20-24,Male,Hoodies,American Streetwear,Low,0
2024-11-03,10206,Biratnagar,15-19,Female,Hoodies,American Streetwear,Mid,2
2024-11-03,10207,Biratnagar,20-24,Male,Pants,K-Fashion Enthusiast,Mid,0
2024-11-03,10208,Biratnagar,20-24,Female,T-Shirts,K-Fashion Enthusiast,Low,1
2024-11-03,10209,Biratnagar,15-19,Male,Jackets,Bohemian/Indie,Low,0
2024-11-03,10210,Biratnagar,15-19,Male,Cargo Pants,American Streetwear,Low,1
2024-11-03,10211,Biratnagar,15-19,Male,Pants,American Streetwear,Premium,0
2024-11-03,10212,Biratnagar,15-19,Male,Cargo Pants,K-Fashion Enthusiast,Low,1
2024-11-03,10213,Bharatpur,20-24,Male,Pants,Bohemian/Indie,Low,0
2024-11-03,10214,Bharatpur,20-24,Female,T-Shirts,Bohemian/Indie,Low,1
2024-11-03,10215,Bharatpur,20-24,Female,Cargo Pants,K-Fashion Enthusiast,Premium,0
2024-11-03,10216,Bharatpur,20-24,Male,Hoodies,Classic Minimalist,Mid,0
2024-11-03,10217,Bharatpur,20-24,Male,Crop Tops,American Streetwear,Low,0
2024-11-03,10218,Bharatpur,20-24,Female,Cargo Pants,Bohemian/Indie,Low,0
2024-11-03,10219,Bharatpur,20-24,Female,Pants,K-Fashion Enthusiast,Premium,1
2024-11-03,10220,Bharatpur,20-24,Female,Jackets,American Streetwear,Mid,0
2024-11-03,10221,Bharatpur,25-30,Male,Hoodies,K-Fashion Enthusiast,Low,0
2024-11-03,10222,Bharatpur,15-19,Female,Cargo Pants,American Streetwear,Mid,2
2024-11-03,10223,Bharatpur,15-19,Female,T-Shirts,K-Fashion Enthusiast,Low,0
2024-11-04,10224,Kathmandu,15-19,Male,Crop Tops,Bohemian/Indie,Low,1
2024-11-04,10225,Kathmandu,15-19,Male,T-Shirts,K-Fashion Enthusiast,Mid,1
2024-11-04,10226,Kathmandu,15-19,Female,T-Shirts,K-Fashion Enthusiast,Mid,1
2024-11-04,10227,Kathmandu,25-30,Female,Cargo Pants,American Streetwear,Low,0
2024-11-04,10228,Kathmandu,25-30,Female,Crop Tops,K-Fashion Enthusiast,Mid,2
2024-11-04,10229,Kathmandu,25-30,Female,T-Shirts,K-Fashion Enthusiast,Mid,1
2024-11-04,10230,Kathmandu,20-24,Male,Crop Tops,American Streetwear,Low,0
2024-11-04,10231,Kathmandu,25-30,Male,T-Shirts,American Streetwear,Premium,4
2024-11-04,10232,Kathmandu,25-30,Male,Cargo Pants,K-Fashion Enthusiast,Premium,0
2024-11-04,10233,Kathmandu,25-30,Male,Cargo Pants,K-Fashion Enthusiast,Mid,3
2024-11-04,10234,Kathmandu,20-24,Female,Jackets,K-Fashion Enthusiast,Low,2
2024-11-04,10235,Kathmandu,20-24,Female,Cargo Pants,Bohemian/Indie,Low,2
2024-11-04,10236,Kathmandu,20-24,Male,Hoodies,American Streetwear,Low,3
2024-11-04,10237,Kathmandu,20-24,Female,Hoodies,American Streetwear,Low,5
2024-11-04,10238,Kathmandu,20-24,Female,T-Shirts,K-Fashion Enthusiast,Low,0
2024-11-04,10239,Kathmandu,25-30,Male,Hoodies,Bohemian/Indie,Low,4
2024-11-04,10240,Kathmandu,25-30,Male,Crop Tops,Classic Minimalist,Low,1
2024-11-04,10241,Kathmandu,20-24,Female,Hoodies,Bohemian/Indie,Premium,1
2024-11-04,10242,Kathmandu,20-24,Female,Crop Tops,Bohemian/Indie,Low,2
2024-11-04,10243,Kathmandu,20-24,Male,Cargo Pants,Bohemian/Indie,Low,1
2024-11-04,10244,Kathmandu,20-24,Male,Pants,Classic Minimalist,Low,1
2024-11-04,10245,Kathmandu,15-19,Female,Crop Tops,American Streetwear,Low,0
2024-11-04,10246,Kathmandu,25-30,Female,Hoodies,Bohemian/Indie,Low,4
2024-11-04,10247,Kathmandu,15-19,Male,Cargo Pants,K-Fashion Enthusiast,Mid,3
2024-11-04,10248,Lalitpur,20-24,Male,Pants,K-Fashion Enthusiast,Mid,1
2024-11-04,10249,Lalitpur,15-19,Female,Pants,Bohemian/Indie,Low,1
2024-11-04,10250,Lalitpur,15-19,Male,Pants,American Streetwear,Mid,0
2024-11-04,10251,Lalitpur,15-19,Male,Cargo Pants,K-Fashion Enthusiast,Mid,1
2024-11-04,10252,Lalitpur,15-19,Female,Jackets,K-Fashion Enthusiast,Low,0
2024-11-04,10253,Lalitpur,15-19,Female,Pants,American Streetwear,Low,1
2024-11-04,10254,Lalitpur,20-24,Female,T-Shirts,American Streetwear,Low,3
2024-11-04,10255,Lalitpur,15-19,Male,T-Shirts,American Streetwear,Mid,0
2024-11-04,10256,Lalitpur,25-30,Male,Hoodies,Bohemian/Indie,Low,1
2024-11-04,10257,Lalitpur,25-30,Male,Crop Tops,K-Fashion Enthusiast,Mid,2
2024-11-04,10258,Lalitpur,20-24,Female,Jackets,Classic Minimalist,Mid,0
2024-11-04,10259,Lalitpur,20-24,Female,Hoodies,Classic Minimalist,Low,0
2024-11-04,10260,Lalitpur,20-24,Male,T-Shirts,Classic Minimalist,Low,1
2024-11-04,10261,Lalitpur,20-24,Male,Crop Tops,K-Fashion Enthusiast,Premium,0
2024-11-04,10262,Lalitpur,20-24,Male,T-Shirts,K-Fashion Enthusiast,Low,0
2024-11-04,10263,Lalitpur,20-24,Male,Hoodies,K-Fashion Enthusiast,Low,3
2024-11-04,10264,Lalitpur,15-19,Male,Pants,K-Fashion Enthusiast,Low,1
2024-11-04,10265,Lalitpur,15-19,Male,Hoodies,Bohemian/Indie,Mid,1
2024-11-04,10266,Lalitpur,20-24,Female,Hoodies,Classic Minimalist,Low,0
2024-11-04,10267,Lalitpur,20-24,Female,Pants,American Streetwear,Low,2
2024-11-04,10268,Lalitpur,15-19,Male,Hoodies,Bohemian/Indie,Low,2
2024-11-04,10269,Lalitpur,15-19,Male,T-Shirts,American Streetwear,Low,2
2024-11-04,10270,Pokhara,25-30,Male,Jackets,K-Fashion Enthusiast,Low,1
2024-11-04,10271,Pokhara,15-19,Male,Cargo Pants,K-Fashion Enthusiast,Low,1
2024-11-04,10272,Pokhara,15-19,Male,T-Shirts,Classic Minimalist,Mid,0
2024-11-04,10273,Pokhara,20-24,Male,Crop Tops,American Streetwear,Mid,1
2024-11-04,10274,Pokhara,25-30,Male,Jackets,K-Fashion Enthusiast,Low,0
2024-11-04,10275,Pokhara,25-30,Male,Cargo Pants,Classic Minimalist,Mid,1
2024-11-04,10276,Pokhara,25-30,Male,Hoodies,Classic Minimalist,Premium,3
2024-11-04,10277,Pokhara,15-19,Male,Hoodies,Bohemian/Indie,Premium,0
2024-11-04,10278,Pokhara,15-19,Male,Pants,Classic Minimalist,Low,0
2024-11-04,10279,Pokhara,31-40,Male,Pants,Classic Minimalist,Low,0
2024-11-04,10280,Pokhara,15-19,Male,T-Shirts,K-Fashion Enthusiast,Low,1
2024-11-04,10281,Pokhara,31-40,Male,Cargo Pants,Bohemian/Indie,Low,1
2024-11-04,10282,Biratnagar,15-19,Male,Pants,K-Fashion Enthusiast,Mid,1
2024-11-04,10283,Biratnagar,25-30,Female,Crop Tops,K-Fashion Enthusiast,Mid,1
2024-11-04,10284,Biratnagar,25-30,Female,Pants,K-Fashion Enthusiast,Low,0
2024-11-04,10285,Biratnagar,25-30,Male,Hoodies,Classic Minimalist,Low,0
2024-11-04,10286,Biratnagar,25-30,Male,Crop Tops,Classic Minimalist,Low,1
2024-11-04,10287,Biratnagar,25-30,Male,Cargo Pants,Classic Minimalist,Low,1
2024-11-04,10288,Biratnagar,20-24,Male,Hoodies,American Streetwear,Low,2
2024-11-04,10289,Biratnagar,20-24,Male,T-Shirts,K-Fashion Enthusiast,Mid,1
2024-11-04,10290,Biratnagar,31-40,Female,Cargo Pants,K-Fashion Enthusiast,Low,1
2024-11-04,10291,Biratnagar,25-30,Male,Jackets,American Streetwear,Low,0
2024-11-04,10292,Biratnagar,15-19,Female,Hoodies,K-Fashion Enthusiast,Low,1
2024-11-04,10293,Biratnagar,15-19,Female,Pants,Classic Minimalist,Mid,1
2024-11-04,10294,Biratnagar,25-30,Male,Jackets,Classic Minimalist,Low,0
2024-11-04,10295,Bharatpur,25-30,Male,Pants,American Streetwear,Mid,0
2024-11-04,10296,Bharatpur,25-30,Male,Jackets,Bohemian/Indie,Mid,1
2024-11-04,10297,Bharatpur,20-24,Female,Pants,Bohemian/Indie,Mid,0
2024-11-04,10298,Bharatpur,31-40,Male,Pants,Classic Minimalist,Low,0
2024-11-04,10299,Bharatpur,31-40,Male,Hoodies,Bohemian/Indie,Low,0
2024-11-04,10300,Bharatpur,31-40,Male,Pants,Bohemian/Indie,Mid,0
2024-11-04,10301,Bharatpur,20-24,Female,T-Shirts,K-Fashion Enthusiast,Mid,0
2024-11-04,10302,Bharatpur,20-24,Female,T-Shirts,American Streetwear,Mid,1
2024-11-04,10303,Bharatpur,20-24,Female,Cargo Pants,American Streetwear,Low,2
2024-11-04,10304,Bharatpur,20-24,Male,Cargo Pants,K-Fashion Enthusiast,Mid,1
