PostDate,PostID,City,AgeGroup,Gender,Caption,Hashtags,StylePersona,Likes
2024-11-02,200138,Kathmandu,20-24,Male,Minimal fit for the office. #streetwear #denim,#streetwear #denim,American Streetwear,29
2024-11-02,200142,Kathmandu,15-19,Male,New drop in Kathmandu! #nepalstreetstyle,#nepalstreetstyle,American Streetwear,18
2024-11-02,200143,Kathmandu,20-24,Male,Street check in Kathmandu — #hoodie #denim,#hoodie #denim,American Streetwear,39
2024-11-02,200144,Kathmandu,20-24,Male,Layering today: hoodie + jacket. #boho #indievibes,#boho #indievibes,Bohemian/Indie,33
2024-11-02,200151,Kathmandu,15-19,Male,Layering today: hoodie + jacket. #denim,#denim,American Streetwear,19
2024-11-02,200156,Kathmandu,20-24,Male,Layering today: hoodie + jacket. #hoodie,#hoodie,American Streetwear,23
2024-11-02,200158,Kathmandu,20-24,Male,New drop in Kathmandu! #oversized,#oversized,American Streetwear,29
2024-11-02,200161,Kathmandu,20-24,Male,Minimal fit for the office. #vintage,#vintage,Bohemian/Indie,24
2024-11-02,200171,Kathmandu,20-24,Male,Thrift finds this weekend. #denim,#denim,American Streetwear,24
2024-11-02,200177,Kathmandu,15-19,Male,Minimal fit for the office. #simplewear #capsulewardrobe,#simplewear #capsulewardrobe,Classic Minimalist,34
2024-11-02,200193,Kathmandu,15-19,Male,Layering today: hoodie + jacket. #nepalakpop,#nepalakpop,K-Fashion Enthusiast,23
2024-11-02,200197,Kathmandu,20-24,Male,Layering today: hoodie + jacket. #oversized,#oversized,American Streetwear,29
2024-11-02,200199,Kathmandu,15-19,Male,New drop in Kathmandu! #handmade,#handmade,Bohemian/Indie,32
2024-11-02,200200,Kathmandu,20-24,Male,Thrift finds this weekend. #hoodie,#hoodie,American Streetwear,25
2024-11-02,200204,Kathmandu,15-19,Male,Thrift finds this weekend. #indievibes,#indievibes,Bohemian/Indie,32
2024-11-02,200207,Kathmandu,20-24,Male,Minimal fit for the office. #nepalakpop #kfashion,#nepalakpop #kfashion,K-Fashion Enthusiast,31
2024-11-03,200215,Kathmandu,20-24,Male,Minimal fit for the office. #oversized,#oversized,American Streetwear,36
2024-11-03,200226,Kathmandu,20-24,Male,New drop in Kathmandu! #indievibes,#indievibes,Bohemian/Indie,30
2024-11-03,200232,Kathmandu,20-24,Male,Minimal fit for the office. #denim,#denim,American Streetwear,35
2024-11-03,200236,Kathmandu,15-19,Male,New drop in Kathmandu! #oversized #denim,#oversized #denim,American Streetwear,42
2024-11-03,200243,Kathmandu,20-24,Male,Thrift finds this weekend. #cleanfit #simplewear,#cleanfit #simplewear,Classic Minimalist,28
2024-11-03,200250,Kathmandu,15-19,Male,Street check in Kathmandu — #capsulewardrobe,#capsulewardrobe,Classic Minimalist,26
2024-11-03,200251,Kathmandu,20-24,Male,Layering today: hoodie + jacket. #kfashion,#kfashion,K-Fashion Enthusiast,44
2024-11-03,200254,Kathmandu,20-24,Male,Street check in Kathmandu — #kpop #seoulvibes,#kpop #seoulvibes,K-Fashion Enthusiast,40
2024-11-03,200258,Kathmandu,20-24,Male,Layering today: hoodie + jacket. #simplewear,#simplewear,Classic Minimalist,35
2024-11-03,200262,Kathmandu,20-24,Male,New drop in Kathmandu! #kstyle,#kstyle,K-Fashion Enthusiast,22
2024-11-03,200265,Kathmandu,20-24,Male,New drop in Kathmandu! #handmade #vintage,#handmade #vintage,Bohemian/Indie,39
2024-11-03,200268,Kathmandu,15-19,Male,Street check in Kathmandu — #nepalakpop #kstyle,#nepalakpop #kstyle,K-Fashion Enthusiast,27
2024-11-03,200270,Kathmandu,20-24,Male,Minimal fit for the office. #boho #indievibes,#boho #indievibes,Bohemian/Indie,27
2024-11-03,200280,Kathmandu,20-24,Male,Layering today: hoodie + jacket. #streetwear,#streetwear,American Streetwear,28
2024-11-03,200282,Kathmandu,20-24,Male,New drop in Kathmandu! #hoodie,#hoodie,American Streetwear,39
2024-11-03,200283,Kathmandu,20-24,Male,Minimal fit for the office. #handmade #indievibes,#handmade #indievibes,Bohemian/Indie,29
2024-11-04,200292,Kathmandu,20-24,Male,New drop in Kathmandu! #handmade #indievibes,#handmade #indievibes,Bohemian/Indie,21
2024-11-04,200301,Kathmandu,15-19,Male,Street check in Kathmandu — #streetwear,#streetwear,American Streetwear,37
2024-11-04,200314,Kathmandu,15-19,Male,Thrift finds this weekend. #neutral,#neutral,Classic Minimalist,26
2024-11-04,200316,Kathmandu,20-24,Male,Thrift finds this weekend. #kfashion,#kfashion,K-Fashion Enthusiast,30
2024-11-04,200325,Kathmandu,15-19,Male,Minimal fit for the office. #kpop,#kpop,K-Fashion Enthusiast,31
2024-11-04,200328,Kathmandu,15-19,Male,Minimal fit for the office. #neutral #simplewear,#neutral #simplewear,Classic Minimalist,26
2024-11-04,200331,Kathmandu,15-19,Male,New drop in Kathmandu! #hoodie,#hoodie,American Streetwear,36
2024-11-04,200335,Kathmandu,20-24,Male,New drop in Kathmandu! #oversized #nepalstreetstyle,#oversized #nepalstreetstyle,American Streetwear,26
2024-11-04,200337,Kathmandu,15-19,Male,Thrift finds this weekend. #indievibes,#indievibes,Bohemian/Indie,25
2024-11-04,200345,Kathmandu,15-19,Male,Street check in Kathmandu — #capsulewardrobe #simplewear,#capsulewardrobe #simplewear,Classic Minimalist,32
2024-11-04,200347,Kathmandu,20-24,Male,Thrift finds this weekend. #handmade #indievibes,#handmade #indievibes,Bohemian/Indie,30
2024-11-04,200348,Kathmandu,20-24,Male,Layering today: hoodie + jacket. #oversized,#oversized,American Streetwear,22
2024-11-04,200349,Kathmandu,20-24,Male,Thrift finds this weekend. #kstyle #nepalakpop,#kstyle #nepalakpop,K-Fashion Enthusiast,32
2024-11-04,200350,Kathmandu,20-24,Male,Layering today: hoodie + jacket. #vintage,#vintage,Bohemian/Indie,29
2024-11-04,200354,Kathmandu,15-19,Male,Layering today: hoodie + jacket. #oversized #denim,#oversized #denim,American Streetwear,31
2024-11-04,200357,Kathmandu,15-19,Male,Layering today: hoodie + jacket. #hoodie #streetwear,#hoodie #streetwear,American Streetwear,33
2024-11-04,200360,Kathmandu,15-19,Male,Thrift finds this weekend. #hoodie,#hoodie,American Streetwear,17
2024-11-04,200362,Kathmandu,20-24,Male,Thrift finds this weekend. #simplewear,#simplewear,Classic Minimalist,21
2024-11-04,200367,Kathmandu,20-24,Male,Minimal fit for the office. #vintage #indievibes,#vintage #indievibes,Bohemian/Indie,26
2024-11-05,200384,Kathmandu,20-24,Male,Thrift finds this weekend. #capsulewardrobe #minimalist,#capsulewardrobe #minimalist,Classic Minimalist,31
2024-11-05,200393,Kathmandu,20-24,Male,Street check in Kathmandu — #seoulvibes,#seoulvibes,K-Fashion Enthusiast,26
2024-11-05,200394,Kathmandu,15-19,Male,Layering today: hoodie + jacket. #nepalakpop,#nepalakpop,K-Fashion Enthusiast,18
2024-11-05,200396,Kathmandu,20-24,Male,Thrift finds this weekend. #indievibes #boho,#indievibes #boho,Bohemian/Indie,23
2024-11-05,200399,Kathmandu,20-24,Male,Street check in Kathmandu — #nepalstreetstyle #denim,#nepalstreetstyle #denim,American Streetwear,22
2024-11-05,200401,Kathmandu,20-24,Male,Minimal fit for the office. #seoulvibes,#seoulvibes,K-Fashion Enthusiast,22
2024-11-05,200402,Kathmandu,20-24,Male,Minimal fit for the office. #kstyle #nepalakpop,#kstyle #nepalakpop,K-Fashion Enthusiast,36
2024-11-05,200408,Kathmandu,20-24,Male,Thrift finds this weekend. #capsulewardrobe #minimalist,#capsulewardrobe #minimalist,Classic Minimalist,31
2024-11-05,200409,Kathmandu,20-24,Male,Street check in Kathmandu — #streetwear,#streetwear,American Streetwear,18
2024-11-05,200414,Kathmandu,15-19,Male,Layering today: hoodie + jacket. #minimalist,#minimalist,Classic Minimalist,27
2024-11-05,200424,Kathmandu,20-24,Male,Thrift finds this weekend. #kpop #kfashion,#kpop #kfashion,K-Fashion Enthusiast,37
2024-11-05,200426,Kathmandu,15-19,Male,Thrift finds this weekend. #cleanfit #minimalist,#cleanfit #minimalist,Classic Minimalist,30
2024-11-06,200428,Kathmandu,20-24,Male,Thrift finds this weekend. #seoulvibes,#seoulvibes,K-Fashion Enthusiast,32
2024-11-06,200439,Kathmandu,15-19,Male,Minimal fit for the office. #oversized #denim,#oversized #denim,American Streetwear,30
2024-11-06,200442,Kathmandu,15-19,Male,Minimal fit for the office. #simplewear #neutral,#simplewear #neutral,Classic Minimalist,24
2024-11-06,200450,Kathmandu,15-19,Male,New drop in Kathmandu! #nepalstreetstyle #oversized,#nepalstreetstyle #oversized,American Streetwear,30
2024-11-06,200452,Kathmandu,20-24,Male,New drop in Kathmandu! #seoulvibes #kfashion,#seoulvibes #kfashion,K-Fashion Enthusiast,40
2024-11-06,200461,Kathmandu,20-24,Male,New drop in Kathmandu! #seoulvibes #kfashion,#seoulvibes #kfashion,K-Fashion Enthusiast,23
2024-11-06,200465,Kathmandu,15-19,Male,Minimal fit for the office. #seoulvibes,#seoulvibes,K-Fashion Enthusiast,28
2024-11-06,200473,Kathmandu,20-24,Male,Minimal fit for the office. #seoulvibes #nepalakpop,#seoulvibes #nepalakpop,K-Fashion Enthusiast,29
2024-11-06,200474,Kathmandu,20-24,Male,Minimal fit for the office. #vintage #handmade,#vintage #handmade,Bohemian/Indie,30
2024-11-06,200479,Kathmandu,20-24,Male,Street check in Kathmandu — #seoulvibes #nepalakpop,#seoulvibes #nepalakpop,K-Fashion Enthusiast,30
2024-11-06,200482,Kathmandu,15-19,Male,Minimal fit for the office. #nepalakpop #seoulvibes,#nepalakpop #seoulvibes,K-Fashion Enthusiast,14
2024-11-06,200484,Kathmandu,20-24,Male,New drop in Kathmandu! #hoodie #oversized,#hoodie #oversized,American Streetwear,29
2024-11-06,200493,Kathmandu,20-24,Male,Minimal fit for the office. #boho,#boho,Bohemian/Indie,29
2024-11-06,200498,Kathmandu,15-19,Male,New drop in Kathmandu! #capsulewardrobe,#capsulewardrobe,Classic Minimalist,29
2024-11-06,200502,Kathmandu,20-24,Male,Layering today: hoodie + jacket. #minimalist,#minimalist,Classic Minimalist,36
2024-11-06,200504,Kathmandu,15-19,Male,Thrift finds this weekend. #oversized #hoodie,#oversized #hoodie,American Streetwear,24
2024-11-07,200505,Kathmandu,15-19,Male,Minimal fit for the office. #hoodie #denim,#hoodie #denim,American Streetwear,27
2024-11-07,200507,Kathmandu,15-19,Male,Minimal fit for the office. #simplewear,#simplewear,Classic Minimalist,28
2024-11-07,200520,Kathmandu,15-19,Male,New drop in Kathmandu! #kfashion #nepalakpop,#kfashion #nepalakpop,K-Fashion Enthusiast,33
2024-11-07,200525,Kathmandu,20-24,Male,Layering today: hoodie + jacket. #kstyle,#kstyle,K-Fashion Enthusiast,31
2024-11-07,200527,Kathmandu,20-24,Male,Layering today: hoodie + jacket. #hoodie,#hoodie,American Streetwear,28
2024-11-07,200534,Kathmandu,20-24,Male,Layering today: hoodie + jacket. #hoodie,#hoodie,American Streetwear,36
2024-11-07,200535,Kathmandu,20-24,Male,Street check in Kathmandu — #capsulewardrobe,#capsulewardrobe,Classic Minimalist,24
2024-11-07,200538,Kathmandu,20-24,Male,Street check in Kathmandu — #nepalstreetstyle #oversized,#nepalstreetstyle #oversized,American Streetwear,39
2024-11-07,200540,Kathmandu,15-19,Male,Thrift finds this weekend. #kstyle,#kstyle,K-Fashion Enthusiast,35
2024-11-07,200543,Kathmandu,15-19,Male,Thrift finds this weekend. #capsulewardrobe #simplewear,#capsulewardrobe #simplewear,Classic Minimalist,33
2024-11-07,200554,Kathmandu,20-24,Male,Layering today: hoodie + jacket. #nepalakpop,#nepalakpop,K-Fashion Enthusiast,34
2024-11-07,200557,Kathmandu,15-19,Male,Minimal fit for the office. #minimalist,#minimalist,Classic Minimalist,32
2024-11-07,200560,Kathmandu,15-19,Male,New drop in Kathmandu! #nepalstreetstyle #oversized,#nepalstreetstyle #oversized,American Streetwear,33
2024-11-07,200563,Kathmandu,20-24,Male,Layering today: hoodie + jacket. #cleanfit,#cleanfit,Classic Minimalist,29
2024-11-07,200564,Kathmandu,20-24,Male,Minimal fit for the office. #streetwear,#streetwear,American Streetwear,39
2024-11-07,200567,Kathmandu,20-24,Male,Street check in Kathmandu — #vintage,#vintage,Bohemian/Indie,26
2024-11-07,200578,Kathmandu,20-24,Male,Layering today: hoodie + jacket. #nepalstreetstyle,#nepalstreetstyle,American Streetwear,27
2024-11-07,200581,Kathmandu,20-24,Male,Layering today: hoodie + jacket. #seoulvibes #kpop,#seoulvibes #kpop,K-Fashion Enthusiast,26
2024-11-07,200582,Kathmandu,15-19,Male,Street check in Kathmandu — #seoulvibes #nepalakpop,#seoulvibes #nepalakpop,K-Fashion Enthusiast,31
2024-11-07,200583,Kathmandu,15-19,Male,Thrift finds this weekend. #streetwear,#streetwear,American Streetwear,21
2024-11-07,200585,Kathmandu,15-19,Male,Thrift finds this weekend. #kstyle,#kstyle,K-Fashion Enthusiast,31
2024-11-07,200586,Kathmandu,20-24,Male,Layering today: hoodie + jacket. #boho,#boho,Bohemian/Indie,28
2024-11-07,200590,Kathmandu,15-19,Male,Thrift finds this weekend. #hoodie,#hoodie,American Streetwear,28
2024-11-07,200595,Kathmandu,20-24,Male,Minimal fit for the office. #seoulvibes,#seoulvibes,K-Fashion Enthusiast,19
2024-11-08,200602,Kathmandu,15-19,Male,Street check in Kathmandu — #handmade #cargo,#handmade #cargo,Bohemian/Indie,24
2024-11-08,200603,Kathmandu,20-24,Male,Street check in Kathmandu — #seoulvibes #nepalakpop,#seoulvibes #nepalakpop,K-Fashion Enthusiast,22
2024-11-08,200607,Kathmandu,20-24,Male,Minimal fit for the office. #nepalakpop,#nepalakpop,K-Fashion Enthusiast,27
2024-11-08,200608,Kathmandu,20-24,Male,New drop in Kathmandu! #hoodie #streetwear,#hoodie #streetwear,American Streetwear,31
2024-11-08,200609,Kathmandu,20-24,Male,Thrift finds this weekend. #kpop #seoulvibes,#kpop #seoulvibes,K-Fashion Enthusiast,30
2024-11-08,200611,Kathmandu,20-24,Male,Minimal fit for the office. #seoulvibes,#seoulvibes,K-Fashion Enthusiast,30
2024-11-08,200621,Kathmandu,20-24,Male,Layering today: hoodie + jacket. #streetwear #oversized,#streetwear #oversized,American Streetwear,31
2024-11-08,200622,Kathmandu,20-24,Male,Layering today: hoodie + jacket. #hoodie #streetwear,#hoodie #streetwear,American Streetwear,22
2024-11-08,200629,Kathmandu,15-19,Male,Layering today: hoodie + jacket. #minimalist,#minimalist,Classic Minimalist,20
2024-11-08,200635,Kathmandu,15-19,Male,Layering today: hoodie + jacket. #indievibes #handmade,#indievibes #handmade,Bohemian/Indie,43
2024-11-08,200638,Kathmandu,15-19,Male,Minimal fit for the office. #minimalist #cleanfit,#minimalist #cleanfit,Classic Minimalist,29
2024-11-08,200647,Kathmandu,20-24,Male,Street check in Kathmandu — #neutral #cleanfit,#neutral #cleanfit,Classic Minimalist,27
2024-11-08,200648,Kathmandu,20-24,Male,New drop in Kathmandu! #indievibes,#indievibes,Bohemian/Indie,24
2024-11-09,200654,Kathmandu,20-24,Male,Layering today: hoodie + jacket. #vintage #cargo,#vintage #cargo,Bohemian/Indie,26
2024-11-09,200678,Kathmandu,20-24,Male,Layering today: hoodie + jacket. #nepalakpop,#nepalakpop,K-Fashion Enthusiast,35
2024-11-09,200691,Kathmandu,15-19,Male,Layering today: hoodie + jacket. #hoodie #nepalstreetstyle,#hoodie #nepalstreetstyle,American Streetwear,34
2024-11-09,200694,Kathmandu,20-24,Male,New drop in Kathmandu! #kstyle #nepalakpop,#kstyle #nepalakpop,K-Fashion Enthusiast,24
2024-11-09,200703,Kathmandu,20-24,Male,Layering today: hoodie + jacket. #seoulvibes #kfashion,#seoulvibes #kfashion,K-Fashion Enthusiast,39
2024-11-09,200709,Kathmandu,20-24,Male,Minimal fit for the office. #oversized,#oversized,American Streetwear,23
2024-11-09,200715,Kathmandu,20-24,Male,New drop in Kathmandu! #simplewear,#simplewear,Classic Minimalist,34
2024-11-09,200717,Kathmandu,20-24,Male,New drop in Kathmandu! #nepalstreetstyle,#nepalstreetstyle,American Streetwear,25
2024-11-09,200718,Kathmandu,20-24,Male,Street check in Kathmandu — #nepalstreetstyle,#nepalstreetstyle,American Streetwear,27
2024-11-09,200720,Kathmandu,15-19,Male,Minimal fit for the office. #cleanfit #minimalist,#cleanfit #minimalist,Classic Minimalist,30
2024-11-09,200722,Kathmandu,20-24,Male,Street check in Kathmandu — #kpop #seoulvibes,#kpop #seoulvibes,K-Fashion Enthusiast,29
2024-11-09,200723,Kathmandu,20-24,Male,Minimal fit for the office. #boho,#boho,Bohemian/Indie,27
2024-11-09,200726,Kathmandu,20-24,Male,New drop in Kathmandu! #denim #nepalstreetstyle,#denim #nepalstreetstyle,American Streetwear,29
2024-11-09,200728,Kathmandu,20-24,Male,Minimal fit for the office. #denim,#denim,American Streetwear,23
2024-11-09,200729,Kathmandu,15-19,Male,Thrift finds this weekend. #nepalstreetstyle,#nepalstreetstyle,American Streetwear,24
2024-11-09,200750,Kathmandu,20-24,Male,Minimal fit for the office. #streetwear,#streetwear,American Streetwear,27
2024-11-09,200751,Kathmandu,15-19,Male,Thrift finds this weekend. #streetwear #oversized,#streetwear #oversized,American Streetwear,26
2024-11-09,200753,Kathmandu,20-24,Male,New drop in Kathmandu! #minimalist #cleanfit,#minimalist #cleanfit,Classic Minimalist,34
2024-11-09,200754,Kathmandu,20-24,Male,Street check in Kathmandu — #denim #hoodie,#denim #hoodie,American Streetwear,32
2024-11-09,200755,Kathmandu,20-24,Male,New drop in Kathmandu! #neutral,#neutral,Classic Minimalist,24
2024-11-09,200760,Kathmandu,20-24,Male,New drop in Kathmandu! #kstyle,#kstyle,K-Fashion Enthusiast,30
2024-11-10,200778,Kathmandu,20-24,Male,Thrift finds this weekend. #capsulewardrobe #minimalist,#capsulewardrobe #minimalist,Classic Minimalist,40
2024-11-10,200779,Kathmandu,20-24,Male,Layering today: hoodie + jacket. #simplewear,#simplewear,Classic Minimalist,30
2024-11-10,200784,Kathmandu,20-24,Male,Street check in Kathmandu — #kpop,#kpop,K-Fashion Enthusiast,36
2024-11-10,200806,Kathmandu,20-24,Male,Thrift finds this weekend. #neutral,#neutral,Classic Minimalist,31
2024-11-10,200810,Kathmandu,20-24,Male,Layering today: hoodie + jacket. #streetwear #nepalstreetstyle,#streetwear #nepalstreetstyle,American Streetwear,22
2024-11-10,200813,Kathmandu,20-24,Male,Thrift finds this weekend. #oversized #hoodie,#oversized #hoodie,American Streetwear,36
2024-11-10,200814,Kathmandu,20-24,Male,Street check in Kathmandu — #kstyle #kpop,#kstyle #kpop,K-Fashion Enthusiast,24
2024-11-10,200826,Kathmandu,15-19,Male,Thrift finds this weekend. #vintage,#vintage,Bohemian/Indie,26
2024-11-10,200827,Kathmandu,20-24,Male,Layering today: hoodie + jacket. #denim #streetwear,#denim #streetwear,American Streetwear,25
2024-11-10,200832,Kathmandu,20-24,Male,Minimal fit for the office. #oversized,#oversized,American Streetwear,33
2024-11-10,200837,Kathmandu,20-24,Male,New drop in Kathmandu! #kstyle #nepalakpop,#kstyle #nepalakpop,K-Fashion Enthusiast,22
2024-11-11,200846,Kathmandu,20-24,Male,Layering today: hoodie + jacket. #neutral,#neutral,Classic Minimalist,32
2024-11-11,200854,Kathmandu,20-24,Male,New drop in Kathmandu! #indievibes,#indievibes,Bohemian/Indie,21
2024-11-11,200859,Kathmandu,15-19,Male,New drop in Kathmandu! #nepalstreetstyle,#nepalstreetstyle,American Streetwear,31
2024-11-11,200861,Kathmandu,15-19,Male,New drop in Kathmandu! #denim,#denim,American Streetwear,24
2024-11-11,200863,Kathmandu,15-19,Male,Layering today: hoodie + jacket. #seoulvibes,#seoulvibes,K-Fashion Enthusiast,24
2024-11-11,200864,Kathmandu,20-24,Male,New drop in Kathmandu! #denim #hoodie,#denim #hoodie,American Streetwear,18
2024-11-11,200869,Kathmandu,15-19,Male,Layering today: hoodie + jacket. #nepalstreetstyle #streetwear,#nepalstreetstyle #streetwear,American Streetwear,19
2024-11-11,200873,Kathmandu,20-24,Male,New drop in Kathmandu! #hoodie,#hoodie,American Streetwear,36
2024-11-11,200874,Kathmandu,20-24,Male,Layering today: hoodie + jacket. #simplewear #minimalist,#simplewear #minimalist,Classic Minimalist,30
2024-11-11,200880,Kathmandu,15-19,Male,Minimal fit for the office. #oversized,#oversized,American Streetwear,33
2024-11-11,200881,Kathmandu,20-24,Male,Layering today: hoodie + jacket. #seoulvibes,#seoulvibes,K-Fashion Enthusiast,31
2024-11-11,200885,Kathmandu,15-19,Male,Minimal fit for the office. #handmade #vintage,#handmade #vintage,Bohemian/Indie,21
2024-11-11,200891,Kathmandu,20-24,Male,Street check in Kathmandu — #simplewear,#simplewear,Classic Minimalist,22
2024-11-12,200897,Kathmandu,15-19,Male,Thrift finds this weekend. #minimalist #simplewear,#minimalist #simplewear,Classic Minimalist,23
2024-11-12,200903,Kathmandu,20-24,Male,Street check in Kathmandu — #kfashion,#kfashion,K-Fashion Enthusiast,45
2024-11-12,200905,Kathmandu,20-24,Male,Thrift finds this weekend. #kfashion #kpop,#kfashion #kpop,K-Fashion Enthusiast,33
2024-11-12,200911,Kathmandu,20-24,Male,New drop in Kathmandu! #capsulewardrobe #cleanfit,#capsulewardrobe #cleanfit,Classic Minimalist,19
2024-11-12,200916,Kathmandu,15-19,Male,Minimal fit for the office. #minimalist #capsulewardrobe,#minimalist #capsulewardrobe,Classic Minimalist,28
2024-11-12,200918,Kathmandu,20-24,Male,Minimal fit for the office. #denim #oversized,#denim #oversized,American Streetwear,32
2024-11-12,200919,Kathmandu,20-24,Male,Layering today: hoodie + jacket. #kfashion,#kfashion,K-Fashion Enthusiast,25
2024-11-12,200925,Kathmandu,15-19,Male,Layering today: hoodie + jacket. #streetwear,#streetwear,American Streetwear,34
2024-11-12,200927,Kathmandu,20-24,Male,Thrift finds this weekend. #capsulewardrobe #cleanfit,#capsulewardrobe #cleanfit,Classic Minimalist,18
2024-11-12,200934,Kathmandu,15-19,Male,Layering today: hoodie + jacket. #seoulvibes #kstyle,#seoulvibes #kstyle,K-Fashion Enthusiast,30
2024-11-12,200936,Kathmandu,20-24,Male,Street check in Kathmandu — #denim #oversized,#denim #oversized,American Streetwear,23
2024-11-12,200940,Kathmandu,20-24,Male,Street check in Kathmandu — #oversized #streetwear,#oversized #streetwear,American Streetwear,26
2024-11-12,200943,Kathmandu,15-19,Male,Minimal fit for the office. #nepalstreetstyle #oversized,#nepalstreetstyle #oversized,American Streetwear,24
2024-11-13,200946,Kathmandu,20-24,Male,Minimal fit for the office. #nepalakpop #seoulvibes,#nepalakpop #seoulvibes,K-Fashion Enthusiast,29
2024-11-13,200952,Kathmandu,20-24,Male,Layering today: hoodie + jacket. #denim,#denim,American Streetwear,22
2024-11-13,200955,Kathmandu,20-24,Male,New drop in Kathmandu! #kpop,#kpop,K-Fashion Enthusiast,30
2024-11-13,200956,Kathmandu,15-19,Male,Layering today: hoodie + jacket. #nepalstreetstyle,#nepalstreetstyle,American Streetwear,30
2024-11-13,200973,Kathmandu,20-24,Male,New drop in Kathmandu! #oversized,#oversized,American Streetwear,27
2024-11-13,200975,Kathmandu,20-24,Male,New drop in Kathmandu! #oversized,#oversized,American Streetwear,34
2024-11-13,200986,Kathmandu,15-19,Male,New drop in Kathmandu! #cleanfit #simplewear,#cleanfit #simplewear,Classic Minimalist,43
